Stock,Price,Volume
MSFT,449.4637957754397,37467
GOOGL,760.1500057106667,41423
AMZN,2113.4087708411653,47545
AMZN,580.1410491304175,86426
AAPL,775.7450562826392,7859
AAPL,685.9513036931542,8425
META,741.9195810299271,21106
TSLA,2371.021849111287,5424
AMZN,1292.438924069813,21655
AMZN,1115.8557956256095,17865
MSFT,2775.9770953174216,29723
AAPL,908.9366641167188,77067
AAPL,220.4524311537256,89525
AMZN,2166.7408685816654,50223
TSLA,1330.534210729557,71898
AMZN,1360.5864374288676,73106
GOOGL,1329.0997664637753,10774
AAPL,1417.6374836819334,60039
AAPL,2521.049355178646,3474
MSFT,1604.8052589609642,11366
TSLA,1005.967071807297,95676
MSFT,366.9594209302001,12225
AAPL,1754.3926300234725,69724
META,290.89798310116237,35528
TSLA,1627.5507583506792,75752
AMZN,340.11734752549546,38501
AMZN,1836.7375141373634,75945
META,1289.9646261382102,95638
TSLA,137.04723747933565,14180
GOOGL,1585.4292462208111,97707
AMZN,1336.9182282722095,71210
MSFT,712.1345493449563,37043
AMZN,1695.7124604793664,92896
AMZN,448.6575510957942,79570
GOOGL,815.8813280937123,96093
AMZN,2781.5580319863,45286
MSFT,139.35733937926543,35483
MSFT,324.89234758561827,55500
META,1680.7269866206798,39648
MSFT,2589.8364983885763,47429
META,1812.8700118072506,8638
AAPL,716.8617416247324,12630
AMZN,1729.0101339649966,48460
AMZN,2277.711376068948,55669
TSLA,1759.3332477571746,50681
GOOGL,1505.092423888225,21790
AAPL,1038.9939514025068,99541
META,1948.418159019966,14000
AMZN,1108.1595035751407,93815
MSFT,322.45026716878976,31536
AAPL,2158.650266470496,82474
AAPL,727.6372251080037,18359
META,210.08058359935194,38674
MSFT,1881.664377670197,41307
TSLA,1616.9300798731208,61622
META,2925.468516874701,5107
AMZN,392.70067276475453,66072
GOOGL,1344.1369682641916,86624
TSLA,1547.3899603287196,66774
GOOGL,668.6904892312228,81298
META,2161.534721587369,7747
GOOGL,1041.1898809074332,7381
AMZN,2747.4250920960176,80364
AAPL,343.0857949141782,17169
MSFT,806.4984767706152,86840
GOOGL,715.3553161928124,33074
TSLA,413.6610404851102,40292
AMZN,593.9714099040343,50228
AMZN,1389.606354184631,66868
META,2408.4641882718483,53792
TSLA,1398.8450312339935,50544
GOOGL,2449.819818527388,74048
GOOGL,2476.373585603518,26527
GOOGL,778.2455257230065,58786
TSLA,2760.094136262647,68165
GOOGL,1290.257016567722,70164
TSLA,2491.068460990597,11100
AMZN,2444.568165860594,5710
TSLA,2560.570331736751,98852
MSFT,242.20288499311047,11034
AAPL,2544.0859327985404,20286
AAPL,1428.3343799942336,70980
MSFT,1363.3833509107849,45635
TSLA,2253.8644223121805,74296
META,2188.3560482280814,36585
AAPL,1876.0526344305276,43264
MSFT,1811.6921045272552,85021
META,989.7646897374733,1536
GOOGL,2284.4807831451935,1963
MSFT,2116.338997654685,97311
AAPL,833.4076860311956,28563
TSLA,2085.7488355097994,55239
TSLA,2041.1804627612273,85127
TSLA,550.5013650487957,35982
AAPL,2284.0353456474204,59194
GOOGL,2177.100738498584,3509
TSLA,2391.892822767198,23878
META,2347.9685945669116,83697
AMZN,681.5540941422712,48197
GOOGL,1752.729077611068,36610
META,1079.2439652155008,45018
MSFT,2237.79834688734,4555
AMZN,1264.9909814545156,78091
GOOGL,1324.6923471531081,50823
AAPL,2036.3194285478278,53940
AMZN,2680.98587407758,96505
GOOGL,466.5010747124371,32688
GOOGL,355.36311014079746,11972
META,2981.543559137859,72516
GOOGL,1495.7874186263552,28688
GOOGL,1468.3927519501979,91292
TSLA,2549.8505756259924,91111
AMZN,2943.724202708663,1994
META,888.601052016988,62887
GOOGL,1080.2882224882296,51836
MSFT,2095.4983244235723,87226
GOOGL,2585.3398338067213,23447
META,877.6466618436136,34920
TSLA,139.1708855728172,11351
AMZN,2332.8719092655347,17339
AMZN,1552.3356997205708,79988
GOOGL,510.48091593721654,42877
GOOGL,595.3398943025732,89085
MSFT,1579.2531912391369,55834
AMZN,410.3855730085865,38754
AMZN,2376.795550568212,91482
AMZN,1371.6307108383667,74920
AAPL,1262.9833974606033,97645
AMZN,363.5304653622322,46757
AMZN,1042.583831619184,34884
MSFT,1668.8322015161525,28449
META,657.0238723297549,89912
MSFT,898.0467054394801,33925
META,891.3551638565367,85578
TSLA,1915.629982486118,33961
MSFT,579.5639259275476,22776
AMZN,961.4085619899585,31636
AMZN,2522.271891527375,87236
AMZN,612.9960261825602,49002
MSFT,913.0821736196764,10344
GOOGL,2594.50647861614,68731
META,802.9154514932133,34514
AAPL,1476.396079426392,30975
TSLA,907.0249831696971,49745
GOOGL,1114.1052070308244,73850
AAPL,2678.7076378583774,13676
MSFT,1653.1742561899143,83691
META,2071.056229687316,96108
TSLA,2891.319991102177,11349
TSLA,2447.5785851485025,63810
MSFT,564.5987889459443,19767
META,345.3419290551153,82798
GOOGL,2074.2102846024804,62172
AAPL,2110.9964215992295,68162
AMZN,2685.068707040581,52713
META,2585.243971450057,95278
AMZN,1301.7645054681,9365
META,227.14253392910234,69181
AAPL,2887.997823106204,28333
AMZN,451.0408701212706,52213
GOOGL,2560.3281043180386,18383
META,1667.4349908983747,8294
MSFT,533.6524134541309,81662
META,2357.5112120549493,73269
AMZN,2009.54627522815,77852
MSFT,2676.958876491724,90448
META,2186.4181628645147,72540
AMZN,2971.5469978890737,2680
AMZN,1590.4135776572473,45780
TSLA,2989.5765364165795,62517
AMZN,694.6586707058815,48019
TSLA,2975.3741627241243,14156
AAPL,2108.465297039888,75919
AMZN,2407.1445817897907,30693
META,1330.1051213190567,19810
AMZN,255.07958735233845,36053
AMZN,890.8963642999499,36397
TSLA,530.0889461040672,7340
AMZN,1812.6040646502013,36176
GOOGL,477.57894123012625,3679
AAPL,144.93808581522566,15610
MSFT,2587.4243274151404,43531
META,2719.7387002639107,95209
MSFT,1217.1692681953032,27874
TSLA,2203.5521841778796,42634
META,2867.3091786250898,47316
AAPL,2285.336717364813,48320
AAPL,1616.742363541255,62491
MSFT,229.91100900759193,66264
TSLA,1037.4041367481423,54977
GOOGL,591.9808197462746,43475
AAPL,1255.6922855325754,24241
META,2088.0662981287905,98681
MSFT,965.5637505765,31223
GOOGL,1434.877968794266,65287
GOOGL,1508.1996651966872,71127
GOOGL,2061.768164040668,94333
META,759.9497209927899,58920
AMZN,1681.3829221563797,81749
GOOGL,875.8477972032524,58065
GOOGL,1959.7089298406972,99392
META,1437.7986337443142,96379
MSFT,416.9769311567945,80587
TSLA,2829.2486203529124,69452
AMZN,2565.4309188431043,50537
MSFT,1296.580849880462,37398
META,2485.7498420062066,11038
MSFT,779.5889063869212,89187
GOOGL,2793.240953149793,65811
AMZN,1519.8202979911841,55173
TSLA,784.8741965587661,29345
TSLA,1088.7183856198703,3326
MSFT,1404.0016203843022,61828
AMZN,1397.9430930056715,1596
MSFT,2668.1040118427436,65851
META,2092.111351472753,51738
MSFT,1940.378035651171,2033
TSLA,2533.6471439721554,45003
TSLA,2337.303130508381,82698
MSFT,1350.8161478754887,99386
TSLA,357.2533595094072,13393
META,2236.257845584448,17292
TSLA,233.19537563705885,2780
GOOGL,525.7886941471211,84019
GOOGL,914.4740825241881,24127
AAPL,867.1101716306615,89015
META,477.25464732569554,6263
AAPL,442.71120964985306,55513
MSFT,1971.7132920447827,81726
MSFT,970.2546800096269,93677
MSFT,1396.381408214901,64399
MSFT,1490.7530437692085,87693
TSLA,2733.532950137709,64385
AAPL,1128.0368501990806,21298
MSFT,1434.7435780537955,49854
GOOGL,2078.746056427756,43140
TSLA,2077.4233790449753,18940
AAPL,2839.7242860713395,96077
META,1622.2826976471872,98159
TSLA,251.03948588899198,95459
AMZN,257.2094335006848,71006
MSFT,2230.9117305721024,6856
GOOGL,2223.9203908714107,34325
META,243.073284816808,69717
AAPL,465.2378901923823,49718
TSLA,526.9830472723809,29040
AAPL,316.00483919166675,7030
AMZN,2544.9498387527383,36972
GOOGL,2968.3737885811165,2186
META,397.9916704390675,49327
TSLA,400.64223890824394,24697
META,1739.9654970099234,89198
AMZN,2492.450982620477,34940
GOOGL,556.6446653284173,80120
MSFT,1123.4353651515,36837
AAPL,655.4795750306107,88380
AMZN,770.3291156312707,81202
META,415.3554518527744,97029
META,1312.985316714152,76225
AAPL,493.7962675189213,91076
AAPL,1380.8170224602688,6453
AMZN,1228.918584944558,28481
AMZN,1025.9669754920471,50686
TSLA,1213.7879800926698,44769
GOOGL,2048.493467637395,90861
META,445.0211156488589,91594
MSFT,1793.0413108616442,12885
GOOGL,514.0637251323349,59973
META,1093.1881698229495,60378
META,2028.8456813709713,54284
MSFT,1697.2376185240018,75764
MSFT,680.1906459312589,34318
TSLA,1129.5728316568054,12107
GOOGL,529.9863022495992,40364
AMZN,2157.3929043557,93510
AAPL,2739.0784878185145,74107
META,595.3087262442579,55071
TSLA,1881.811514637416,15542
TSLA,1501.1845197088091,95710
TSLA,1184.8913133115313,13613
AMZN,1637.7415560871068,91363
META,450.8386615082415,48954
AAPL,1663.3867521464947,12454
MSFT,2010.7970096612967,47733
META,2795.3430125132527,41122
AMZN,2635.3530268334353,8198
GOOGL,603.7172797963085,66250
GOOGL,128.5091035666488,68473
AMZN,1909.419623772521,46692
TSLA,2145.7544228717225,29909
AMZN,2582.0837192766494,85088
META,1384.4279264110842,88880
AAPL,264.4770568042938,46985
META,963.9672581802531,68646
MSFT,2387.447285082228,99880
MSFT,1845.3276641103485,86219
MSFT,1999.5694080353237,89518
META,2018.3508428852351,35548
MSFT,1577.7413802876317,36040
TSLA,2172.408766612541,20332
META,465.92315919167635,53082
META,2496.3475063043234,61554
GOOGL,1176.5808283229758,49659
GOOGL,932.5504152053486,48589
AMZN,2199.5351509660763,51033
MSFT,1372.5411672208818,8127
GOOGL,323.22887070445836,44446
AAPL,2332.166459117883,72499
AMZN,2973.895585951483,89113
TSLA,973.552309540675,72106
GOOGL,2569.191656213699,81920
MSFT,401.55016073190757,53801
TSLA,692.4153789804361,50633
AAPL,121.06534018039635,82597
AAPL,653.822237184921,55822
AAPL,2014.9970895542942,1383
TSLA,945.7783988621534,97231
META,220.35760005488657,31833
GOOGL,136.22748998056076,13535
GOOGL,981.9702002433345,51150
META,796.9942930926841,37270
META,1225.769540357621,4067
MSFT,1143.5335621925249,66153
META,465.95823209292365,61392
TSLA,1078.4784813518181,7724
GOOGL,2333.5213511056945,60481
META,292.4826107412092,93510
AMZN,740.0870394547137,46497
MSFT,733.7695420328046,52954
GOOGL,326.9415520612178,58819
AMZN,2556.0645101856767,68900
MSFT,2544.2874554080686,61445
AAPL,1720.3315317664988,78725
AAPL,1580.5852466135495,35574
AMZN,101.90249781120175,61640
AAPL,846.7176376737135,64130
AMZN,2671.3147046214635,22965
MSFT,2044.2905586895815,90680
GOOGL,1053.0141589996838,75506
MSFT,349.33238088551263,73676
AMZN,2839.2357476929838,64797
TSLA,1656.6106320423676,71307
TSLA,2432.869192616753,35273
META,2848.267652312085,22322
META,1551.5729914364085,3168
META,2948.131612593961,81384
AMZN,2656.595480815677,53056
AAPL,2046.932299853863,35254
AMZN,698.5343247901883,39709
META,644.2082142765763,20571
GOOGL,826.850932831856,81965
MSFT,2069.823987608638,1502
AMZN,454.97163041711275,38395
META,563.0228476769371,96921
GOOGL,268.5787545432073,47725
TSLA,2831.462117217427,64158
AMZN,2349.0496441371542,50610
AAPL,994.5310763787097,14154
META,1798.705358922415,23073
AMZN,532.4674514500133,17137
META,1412.7051907736832,8665
TSLA,854.3593068175445,66903
META,707.8634193234276,19007
META,2739.5983315082904,7288
GOOGL,247.4313174709213,8905
AMZN,724.2482122447248,86687
AMZN,2600.3156879016115,94290
META,2784.1731845992663,33974
AAPL,2273.471918838459,4875
AMZN,2030.2038604712866,89543
MSFT,1639.1304212836,70555
AMZN,1335.8283927258926,97853
GOOGL,1370.4045981374795,58264
MSFT,2236.620718698146,56569
AAPL,1226.4044623953455,47221
GOOGL,564.0773834620475,85664
AAPL,2660.6856651746198,91065
AMZN,1163.155516710559,93610
AMZN,1332.8861022817714,49107
AMZN,2233.411308953994,88708
TSLA,252.2749765632634,51767
TSLA,872.0643723305885,17900
TSLA,990.4927777738035,41021
MSFT,2014.3457645204803,67029
TSLA,1849.2841430622877,13261
META,2589.4217674869888,35038
META,960.4102918397555,62496
AMZN,279.4332356002884,55061
AMZN,1948.3969809280293,2265
AAPL,2663.0277729720156,67803
GOOGL,336.1839052245013,20732
GOOGL,1594.5070464592884,16409
MSFT,1389.2736285197502,76401
GOOGL,1163.2020761604551,54415
MSFT,1971.0413703588267,62925
AAPL,1129.322497565206,36243
AMZN,2254.053609555332,44911
AMZN,290.58680225873775,93365
MSFT,1306.0448946715085,84929
TSLA,1422.5626086027328,1094
AAPL,2607.9434349149283,7636
META,680.0662458526264,72749
AMZN,1759.332511642834,7431
AMZN,1454.5874274855164,19290
AAPL,1594.272987371179,22110
META,827.7492297578211,32962
META,1626.892145450351,86813
MSFT,132.06609330905593,85944
TSLA,1953.4340266540225,50273
MSFT,1864.566261024294,56834
AAPL,1205.4728106408456,79266
GOOGL,2939.37547619518,50944
MSFT,1783.2394895468544,26775
GOOGL,1219.0165845200697,98268
AAPL,2038.5693203011153,35853
META,2587.9563374603536,8265
GOOGL,503.690860361965,9075
AMZN,1323.8863738705186,65381
GOOGL,2467.280869739475,59027
TSLA,1316.291656507743,19475
TSLA,1708.9588614835416,67908
AAPL,620.2635884946305,86828
TSLA,513.163076506175,33810
META,1962.964109986795,53808
META,141.4527736324152,69805
GOOGL,2824.388535002429,87288
AMZN,765.8778827343284,99797
AAPL,310.0764037070084,59260
MSFT,339.5244339526907,29920
AMZN,1445.584375699204,80825
MSFT,2114.0643493751827,82922
AAPL,2809.6092937488283,87408
MSFT,1426.0124167906536,36509
AMZN,267.1024266179004,85195
TSLA,2676.723090931509,16542
AAPL,676.4112861616352,51437
TSLA,2152.884199153547,88748
TSLA,1620.901510507879,61035
TSLA,1046.148828258631,70188
AMZN,354.09745170707083,88162
META,1829.4491916204931,7514
GOOGL,740.9981220868616,86776
TSLA,1837.1535822414814,52186
GOOGL,1897.8332121701633,63323
AAPL,1832.0633763797366,12132
MSFT,567.3673695930715,23299
TSLA,1468.9234857107012,40925
META,1949.5251017689536,95950
GOOGL,113.39671587429208,45437
AAPL,2187.0930209619623,80273
AMZN,1092.4838795319192,78116
META,1138.3054066905277,24339
META,206.67706010654848,32248
AAPL,1980.6004498240754,95323
AMZN,2274.6353704425956,22815
MSFT,1334.0892205662137,73397
MSFT,542.5362593822226,2284
META,463.0490454751755,9045
GOOGL,651.4305055618803,93248
AMZN,2982.779872247483,26271
AMZN,1393.6701562124274,59327
META,2006.791333815752,3454
MSFT,2143.67957319921,25429
META,487.72886872542006,43422
META,1099.5738668440279,70912
AAPL,2580.486313270491,85483
AAPL,1283.0396835630563,48170
GOOGL,1914.7181243440702,33800
MSFT,1971.1959721297073,19259
MSFT,1441.0724393922071,54695
TSLA,2302.88183506266,95551
META,2049.7270398731066,8316
GOOGL,282.55556357363184,17882
MSFT,2722.5160415570363,63116
TSLA,839.0911821672136,85179
AMZN,996.2736426897982,76284
META,2649.98589247408,69281
TSLA,1238.7988839282418,33034
MSFT,1983.8680202466292,82923
AAPL,1736.6814814658158,62143
GOOGL,2499.789186736144,64714
AMZN,790.2124215349352,85281
META,1471.6450018525609,19523
AAPL,1619.3283288962275,87953
GOOGL,1426.7422925173146,67009
AMZN,819.0489595464564,88059
AMZN,1235.9897220367563,41894
META,901.5616063643604,71352
META,2778.704554725197,80147
MSFT,2635.1915813835185,74017
TSLA,1566.022613081069,23795
META,641.8576353281518,18069
AAPL,2872.104359885624,31612
META,2301.4203311883043,72581
TSLA,1364.604465408769,65426
MSFT,1757.1362085418946,7706
MSFT,1656.7748861040654,34531
AAPL,168.02103129384352,34298
AMZN,945.7325178398327,60503
GOOGL,1360.0063642408927,70580
AMZN,1207.8549206486325,8186
TSLA,2399.575591035817,66043
META,1173.6487007802205,33756
AAPL,2746.015465329914,97138
MSFT,1629.586211595975,66755
META,1443.9416862903947,13636
AMZN,2575.000569990407,85239
AAPL,166.86267440331474,94544
GOOGL,2778.0970656136583,12171
META,1599.708807054631,38844
MSFT,1377.1837828584723,94164
AMZN,484.3611254789409,81531
MSFT,780.120215803824,67159
TSLA,988.2404652882507,15102
GOOGL,1051.903834376878,31527
META,248.4457223394542,56436
GOOGL,774.1154498986123,43435
GOOGL,2230.0079808668743,94655
TSLA,329.9147709035496,40876
AMZN,701.3170941141108,9064
META,591.9368266811894,96817
AMZN,2581.8893052990006,36541
AMZN,2140.2810831839147,22906
AMZN,760.0020907105828,14340
AMZN,2389.0579461902644,4484
AAPL,1526.8836840003605,17528
TSLA,232.4885665230559,99905
GOOGL,1679.8914070661056,18542
AMZN,1413.2390760631365,20115
AMZN,1958.284642801628,46774
GOOGL,1410.8094396165272,85684
GOOGL,2851.279298366338,99413
AAPL,1997.4702955399057,29040
TSLA,587.9929584336246,3092
MSFT,2136.725759842061,37900
META,1380.4295853892002,97155
AAPL,2416.7921738407417,37536
MSFT,978.2641433083916,82821
AAPL,2379.2138793247896,75014
TSLA,821.1094742067934,70925
TSLA,157.96379077838287,19982
MSFT,461.29614273116886,71030
AMZN,643.0438395976797,25614
META,307.3464422753643,77778
AMZN,2609.136310441733,46733
AMZN,1669.3912360393135,22726
MSFT,1150.497445566362,16655
AMZN,1873.48848924809,18419
GOOGL,2378.6732527097083,96487
GOOGL,2479.548323263079,75785
TSLA,1724.2007651521085,93091
MSFT,2105.1162974094314,36189
AMZN,861.1841592386035,15140
GOOGL,713.5571750396365,54880
AMZN,949.4320764499383,92431
META,2093.4671893764494,43479
AAPL,881.8737695052805,46545
AMZN,438.6517909384028,2392
TSLA,1539.8360174072477,82018
AAPL,2156.21698871994,18398
MSFT,452.93912481089427,82666
AMZN,1525.0105434146521,52535
AMZN,2650.2712916344963,70382
AAPL,1219.5656397041982,97457
TSLA,2545.0537054415477,88933
TSLA,791.3645762697703,60916
TSLA,755.198365938371,12831
META,1376.8339315294484,88778
MSFT,2051.5385839098453,91947
AAPL,1998.331215172518,77745
GOOGL,2815.0071940466496,75010
MSFT,1418.6440642860912,77207
TSLA,1643.0325354715483,2521
TSLA,2268.9540471412633,71999
AMZN,433.53492087588774,41813
META,602.921343506601,25510
META,2752.9575287768657,36600
MSFT,1478.5347216434197,80500
AAPL,173.31391724927383,84020
TSLA,1317.8624554765458,78112
GOOGL,440.25520849834004,92870
AMZN,2363.0755094258498,70164
AAPL,1686.5803250180488,17784
AAPL,653.3385963275213,81160
META,1218.6950572597493,27169
AAPL,2410.1300013833747,8490
META,2100.701131728176,23663
META,237.7995471130087,81552
META,192.60986301778024,44236
AMZN,1403.0079512595255,38304
GOOGL,1690.8632323910124,21514
TSLA,1751.7444132346832,22362
AMZN,489.45183839166253,75287
AMZN,2395.3999910624307,37470
GOOGL,2066.249407983716,21966
AAPL,2387.926168278843,12960
TSLA,830.2718787402696,62034
MSFT,2950.3941027710684,12699
AAPL,1728.2568363178077,6136
META,888.3923370616833,33672
AAPL,1477.1163711741647,61310
GOOGL,397.50718764219727,63741
MSFT,130.8149665340955,33716
TSLA,359.9268363727911,1553
TSLA,809.2250703363002,68652
TSLA,2083.937543254135,21335
GOOGL,1227.1783714791884,17550
META,181.35817431077203,22739
MSFT,1389.016680958971,56014
MSFT,2372.661865908408,56687
AAPL,2264.787336585417,44806
META,2626.9143862966703,58814
AMZN,1467.4909436879645,57628
MSFT,1031.6667200889947,81194
TSLA,2782.8440055037945,72692
TSLA,873.5162804322911,73989
AMZN,298.85627256818464,20003
AMZN,157.2193622655696,90368
AAPL,2366.26762742941,53941
AAPL,736.5916415734289,61989
GOOGL,2222.918391897823,66241
META,1297.305883334605,43356
TSLA,1897.6607056102216,17119
GOOGL,820.8629647962131,43260
TSLA,1040.3865513607645,20000
GOOGL,2959.0276020485635,55697
AAPL,1157.849711261317,24457
MSFT,2185.6973754112655,75526
META,1575.68733207399,68083
AMZN,1998.9609859884079,85967
TSLA,769.8054160655622,31742
META,1692.2436781156869,72865
AAPL,2290.385250560874,49768
AAPL,644.6137630037547,30301
AAPL,2489.8865285214274,25101
GOOGL,1706.2713849202212,76946
META,524.0365147132095,57956
AMZN,461.0691766275112,3998
AAPL,124.58936589983786,55018
GOOGL,1159.9298767243695,82576
AAPL,1753.3949495804604,61542
GOOGL,539.7289484683952,15393
META,2251.261489884333,77841
MSFT,205.72486527013314,49843
GOOGL,2498.1954873612935,33241
TSLA,2869.568721093157,29854
AMZN,1296.0579860603345,98444
GOOGL,2550.193115802049,44804
AMZN,2952.20377959347,73033
GOOGL,2831.159321468075,52721
AMZN,145.88423199344163,92263
META,246.74014797265417,16107
MSFT,881.5467520790278,85939
TSLA,2902.7014556456134,49989
TSLA,524.5468409244261,66062
TSLA,2692.9085067615074,6904
GOOGL,1788.3750864843855,90710
TSLA,1377.9808197089433,82168
AAPL,2527.840273237891,38535
AAPL,1742.9424530114936,69153
TSLA,1556.4265507203938,36115
META,1866.3547354307057,23315
TSLA,2731.7350696367066,68969
GOOGL,2745.486390017667,88345
TSLA,252.14173663461906,74541
AMZN,932.0373212226741,68515
META,782.2470536250354,1517
MSFT,2602.7327628651387,63466
GOOGL,1496.2446237155075,96712
GOOGL,2139.4467779988195,55274
AAPL,2212.804930248861,36601
GOOGL,732.4180629423086,73351
GOOGL,2137.368189932729,18160
MSFT,2239.7696157757196,1887
META,219.63972751935475,33166
AMZN,2476.5001445298485,31977
MSFT,752.5293453025944,70564
META,1617.4514408442174,26367
META,1060.1981703051717,29268
META,742.0261336530921,5879
AMZN,476.02453006403874,66019
AAPL,517.6422486035394,60572
META,2070.2717551377227,87187
MSFT,1539.5477836226437,97620
MSFT,2135.1670198305274,34829
MSFT,1976.183453081734,85427
TSLA,300.12885575093264,64337
TSLA,1200.7201835396197,11437
META,2734.1676075238533,5474
MSFT,2615.5758036199163,72856
GOOGL,103.12537524334915,33735
AAPL,234.69304123942936,16185
GOOGL,2129.2540710726385,72780
AAPL,127.02023343801484,45491
META,227.93739467623095,47425
AAPL,1196.2679758117113,36959
TSLA,1324.0087976523143,58482
AAPL,1140.3941710264576,71451
MSFT,2558.898520643984,47158
MSFT,285.0318474160465,79638
META,1782.70816736721,4964
META,1108.773678485194,39080
AAPL,2405.0021076998355,6518
TSLA,2432.6773336893807,97796
GOOGL,337.64455619728346,20550
TSLA,1340.774638658789,52484
TSLA,922.4774801565818,47705
GOOGL,1817.8956423850452,72231
MSFT,2940.8674164333743,50516
META,1510.3041893490554,4225
AMZN,385.2286990801771,4164
TSLA,2534.9378223315125,77412
MSFT,1551.0059591141664,85349
AAPL,1684.1633591370476,99228
TSLA,1694.7666203476313,30557
TSLA,2335.74989217342,41158
AAPL,525.2600137590999,54041
AMZN,1056.0052415770183,10984
AMZN,1770.4311964514804,75283
GOOGL,2425.7175582013047,76287
META,2280.6408038384307,42312
AAPL,2296.303165868468,60387
MSFT,2900.9309253614847,36314
MSFT,1926.1974491726983,58699
AMZN,1971.2899233034152,78923
GOOGL,282.9378039455196,26846
META,156.04190925552464,47305
GOOGL,2567.3198736185363,80231
MSFT,1950.2153473239453,62782
META,2733.2495161674533,45930
META,135.65726801634838,30365
GOOGL,2525.499354786705,95039
META,154.95260378940617,60196
AMZN,2798.979355822476,94699
AMZN,2702.9435939216182,8847
GOOGL,2891.0793569205603,77679
AMZN,328.58649642178864,86550
META,1940.28832497602,94797
AMZN,755.8026725808509,93360
GOOGL,740.242055225646,30218
AMZN,1771.8178280538636,55963
AAPL,2961.447734935794,12185
AMZN,218.80468828210903,55596
TSLA,451.2579681314868,44801
MSFT,2162.257969159647,38484
AAPL,317.7308112014429,67017
GOOGL,130.70792433124288,31197
MSFT,2596.6407512976443,96172
TSLA,2528.7695519139693,88421
MSFT,1512.5921439391232,92293
AMZN,1122.088599029179,69097
MSFT,2493.3126175586785,30078
GOOGL,1581.6898473335327,71462
AMZN,2748.765066965639,99792
AMZN,2633.436770499797,87632
TSLA,268.086107834959,98976
META,2627.469602551381,95546
MSFT,1908.2249474698428,7767
META,1875.2005543970336,94217
TSLA,1568.4209777795706,14329
AMZN,425.5701881419153,52957
AMZN,1804.7705055241317,84945
TSLA,1962.5312386249286,46292
AMZN,956.9533986939368,5412
META,1918.2238586225342,28636
META,2609.331944228606,38454
MSFT,361.3205964056917,94981
AAPL,2410.960798106557,46375
META,2323.4409770811935,38803
TSLA,1093.0314079873754,82477
GOOGL,2652.801731956641,40024
AAPL,2452.278451125903,32154
GOOGL,149.41268412112944,19857
AMZN,1530.56620707226,32181
AAPL,1244.91983671541,75156
AMZN,1060.2197002545922,76708
AMZN,1774.4698380954646,52716
META,2664.950163085033,4610
TSLA,2266.108329184903,65157
GOOGL,2177.616223963681,69771
META,1764.1150522194937,22338
MSFT,477.71315220094186,2993
TSLA,2029.4032207288185,67244
TSLA,1810.7876740968609,43342
GOOGL,1441.8508310998975,29446
TSLA,2011.7126500006207,28624
GOOGL,2300.6223978140324,14819
TSLA,1792.308191535418,37605
AAPL,1835.618001302229,85050
GOOGL,1728.7773286470726,52146
MSFT,1114.6842459462466,77976
META,1923.3985728040836,34212
TSLA,2703.3235182279795,31222
META,2655.406687414848,14668
AAPL,1350.3179640284204,36081
META,1532.8912650459713,67779
MSFT,2976.19226619077,59639
TSLA,873.740681061312,28970
TSLA,2611.6850833378985,46846
META,155.61375120006542,12382
META,1310.9366803871646,26984
META,1791.0108437927302,42589
AMZN,2077.555594269579,4290
TSLA,1714.018845211562,6956
MSFT,1648.462784406653,14349
MSFT,890.1600117099804,31265
AAPL,684.8408433955514,63447
AMZN,1065.9265011615544,32254
AAPL,2034.648150584645,55329
AAPL,1749.2558901665407,69267
TSLA,670.1185115518856,67083
AAPL,866.5772786917468,33204
GOOGL,1788.7099528456051,55905
AMZN,1816.6803836887511,51775
TSLA,2230.771374429297,48131
GOOGL,461.0611624038777,79228
MSFT,2843.0762625578786,85139
AMZN,1440.0781703747812,49809
MSFT,1166.9509028907673,46951
META,1703.4668028609215,31646
MSFT,2157.853091600836,72990
TSLA,2922.927874452203,88675
GOOGL,2524.2738240949725,19708
AMZN,912.8183758088726,26456
TSLA,2367.6581434657587,22762
AAPL,1876.8684271497693,24406
AMZN,2039.284212789948,43263
TSLA,973.4130904956023,58506
AMZN,2170.630605307444,62882
AMZN,514.8520821264831,34492
TSLA,752.0784199613523,62952
MSFT,271.8788633302987,25715
MSFT,1807.9110848924481,24808
TSLA,320.783240215958,56489
AMZN,2446.20716372371,76859
MSFT,1478.0610457341868,27119
GOOGL,2511.4035415702615,85628
AAPL,2433.7180561927644,85411
AAPL,1145.595976517886,23970
GOOGL,2245.589336523917,14360
GOOGL,126.39294823761827,84787
GOOGL,1528.5282575371014,33968
AMZN,444.7714318769839,28504
MSFT,587.0669754130622,15649
GOOGL,2680.930141030309,9676
TSLA,2701.033276312526,34696
META,2220.2058517130663,76337
AAPL,1626.263537816757,95405
AAPL,1728.4171452652422,21757
GOOGL,632.9543160997497,69486
MSFT,985.1592933594682,18558
GOOGL,295.1877949205734,80757
TSLA,1061.0326638545257,43861
GOOGL,2406.117151362672,46160
AMZN,1677.5944991402966,62223
GOOGL,2861.0856491393974,18324
AMZN,1801.052018308873,99708
MSFT,2924.8997924427445,62509
META,873.5690580687325,37849
MSFT,902.034398085669,92999
TSLA,969.2121743002899,29274
MSFT,1329.203264024858,10030
AMZN,1525.0165065791273,93114
MSFT,657.0258995436311,4196
AMZN,713.9357188035701,14579
TSLA,438.96414290793314,31065
AMZN,107.62893434226858,19542
GOOGL,152.8110157017416,41197
MSFT,921.2256140688206,88713
AAPL,2298.9211229055218,39526
